time/iterations,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/std,train/loss,train/entropy_loss,train/n_updates,train/clip_fraction,train/approx_kl,train/clip_range,train/learning_rate,train/explained_variance,train/value_loss,eval/mean_ep_length,eval/mean_reward
236,3135,1000.0,1933312,1613.0184103699999,616,0.024287702618676122,0.16949354112148285,-0.09083791077136993,2.092943401262164,2350,0.79351806640625,1.3450167,0.32574786615368245,0.000521211910130166,0.9096368998289108,0.0008060285652959464,,
237,3149,1000.0,1941504,1614.6155316099998,616,0.01510541809075221,0.1699966937303543,-0.06002615764737129,2.0821378845721483,2360,0.779248046875,1.3013768,0.32574786615368245,0.000521211910130166,0.9385017715394497,0.0009982567639553962,,
238,3163,1000.0,1949696,1616.30590668,616,0.020077814698015572,0.1708170622587204,-0.041857361793518066,2.0371680764481424,2370,0.79134521484375,1.2547963,0.32574786615368245,0.000521211910130166,0.9394881576299667,0.0007720047937255003,,
239,3176,1000.0,1957888,1614.2207446999998,616,0.015418300314195221,0.17062389850616455,-0.04764034226536751,2.0363263838924466,2380,0.78009033203125,1.319814,0.32574786615368245,0.000521211910130166,0.9332772120833397,0.001041842022164019,,
240,3190,1000.0,1966080,1617.0891685000001,616,0.057733382866899774,0.1709594577550888,-0.07128152251243591,2.0281635253690182,2390,0.81854248046875,1.4268379,0.32574786615368245,0.000521211910130166,0.8910944014787674,0.0010169116282895629,,
241,3204,1000.0,1974272,1619.56333713,616,0.024999246302468237,0.17158561944961548,-0.06992212682962418,2.0221788827329874,2400,0.8009033203125,1.2506925,0.32574786615368245,0.000521211910130166,0.8636673241853714,0.0009649151115354471,,
242,3218,1000.0,1982464,1625.12991025,616,0.00822916272081784,0.1709529161453247,-0.015107979066669941,2.0182577167637645,2410,0.78529052734375,1.4281304,0.32574786615368245,0.000521211910130166,0.9120205044746399,0.0010573989025488117,,
243,3231,1000.0,1990656,1629.9941291700002,615,0.015011874957053806,0.17070217430591583,-0.043209806084632874,2.0391233645379545,2420,0.78953857421875,1.2276022,0.32574786615368245,0.000521211910130166,0.8641558438539505,0.0010970592876446972,,
244,3245,1000.0,1998848,1634.0603200699998,615,0.014095837776767439,0.17169563472270966,-0.061353232711553574,2.0178327593021095,2430,0.80040283203125,1.3360562,0.32574786615368245,0.000521211910130166,0.8369388729333878,0.0008465144388310364,,
,,,2000000,,,0.01323674638169905,0.17093099653720856,0.027826324105262756,2.021529230289161,2440,0.7816162109375,1.1990292,0.32574786615368245,0.000521211910130166,0.8831155076622963,0.0012171590182560976,1000.0,-271.21925400000003
245,3265,1000.0,2007040,1623.0565745299996,614,,,,,,,,,,,,,
